Product Name ,Product Cost,feedback ,Link,Product_Img_Link,Details
Phillauri Red Onion Black Seed Oil Ultimate Hair Care Kit (Shampoo + Hair Conditioner + Hair Oil)  (3 Items in the set),278.40000000000003,"It is combo of 3 hair products which is pure ayurvedic and it cures in to strong hair shiny lustrous hair with shampoo, conditioner and hair oil. Best effective worthy product :- Smart packing, good quality, Product comes with instructions for user. Please do read before u start using the product to get best out of it. Product Delivered before time, very much good quality. :- By using the best combo at this price, my hair has become quite black and shiny. We have used it for the last two weeks, the problem of hair loss and dandruff is almost over.",https://www.flipkart.com/phillauri-red-onion-black-seed-oil-ultimate-hair-care-kit-shampoo-conditioner-oil/p/itm26f672d23b2fd?pid=CBKGGSRGFHBQGZYB&lid=LSTCBKGGSRGFHBQGZYBLSNWCY&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_23_912&otracker=search&fm=organic&iid=en_s5uDRckYjtPs%2FuBwqosgbFBPJ2FzKDTuZnbfatWKhL6hWML%2F3DDnT9%2F9Z0Vj%2Bvi7RvavUTb6Gujb945NODVDrw%3D%3D&ppt=None&ppn=None&ssid=a2vjujzii80000001687547501162&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/p/6/d/red-onion-black-seed-oil-ultimate-hair-care-kit-shampoo-hair-original-imagpj2uzznqr7tj.jpeg?q=70,"Get strong and lustrous hair with Phillauri Ultimate Onion Oil Hair Kit. This kit contains Onion Oil Shampoo, Onion Oil Conditioner and Onion Hair Oil which helps to revive your tired scalp and hair. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. This red onion extract and black seed oil infused in the shampoo, conditioner & hair oil improves circulation to the scalp and roots. The ultimate kit works on your hair to cleanse away buildup and improve quality of strands. It helps to give strong, lustrous hair and keep it healthy. It aids in moisturizing the scalp and helps nourish the roots. Contains no parabens, sulphates, color or silicones and helps to deliver maximum benefit.Model Number	PH_H60_S100_C100
Sales Package	100ML SHAMPOO BOTTLE, 100ML CONDITIONER BOTTLE, 60ML HAIR OIL BOTTLE
Ideal For	Men & Women
Type	Hair Care Combo
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product"
BIOTIQUE Botanicals Bio Margosa Anti - Dandruff Shampoo & Conditioner  (800 ml),1064.0,Good product,https://www.flipkart.com/biotique-botanicals-bio-margosa-anti-dandruff-shampoo-conditioner/p/itme9apzntqw5wjh?pid=SMPE9APZ5Q587BWY&lid=LSTSMPE9APZ5Q587BWYGL4IFU&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_23_913&otracker=search&fm=organic&iid=fe1017cb-0ab7-4a82-af66-035393d9ef07.SMPE9APZ5Q587BWY.SEARCH&ppt=None&ppn=None&ssid=a2vjujzii80000001687547501162&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/shampoo/b/w/y/biotique-800-botanicals-bio-margosa-anti-dandruff-shampoo-original-imae9bbbcjbbyfgb.jpeg?q=70,"This refreshing formula blends the natural sap of the margosa and euphorbia trees with the bhringraj herb to control dandruff. Eliminates the dryness, flaking and itching associated with dandruff. Special pH balanced formula is gentle enough for use every day. Leaves hair fresh, lustrous and full of naturalApplied For	Daily Care
Hair Type	All Hair Types
Composition	Ingredients: On Tag
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Daily Care Shampoo Ideal For: Men & Women Suitable For: All Hair Types Formulated For: Damaged Hair Composition: Ingredients: On Tag"
Le'ana professional Keratin Advance Shampoo Conditioner Anti-Frizz Clarify Pack of 2  (250 ml),1654.4,Nice Product😊😊😊,https://www.flipkart.com/le-ana-professional-keratin-advance-shampoo-conditioner-anti-frizz-clarify-pack-2/p/itmede62cd1cbc98?pid=SMPGGVX4RCCMGSRC&lid=LSTSMPGGVX4RCCMGSRCIMWZCC&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_23_914&otracker=search&fm=organic&iid=fe1017cb-0ab7-4a82-af66-035393d9ef07.SMPGGVX4RCCMGSRC.SEARCH&ppt=None&ppn=None&ssid=a2vjujzii80000001687547501162&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/j/9/t/250-professional-keratin-advance-shampoo-conditioner-anti-frizz-original-imaggvwvyhvhz3jq.jpeg?q=70,"keratine professional care shampoo smooth straight is a professional hair care line formulated to help control and smooth chemically straightened hair. Enriched with herbal extract to help damaged hair.The formula with new cell and moiturize for healthy looking,silky shinyhair restore the inner structure for natural strength & elasticityApplied For	Straightening & Smoothening
Hair Type	All Hair Types
Ideal For	Men & WomenStraightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
Phillauri Hair Combo | Onion Shampoo + Onion Hair Conditioner + Onion Hair Growth Oil (3 Items in the set)  (3 Items in the set),444.8,"Super nice 🙂 :- Better product :- Same product and this is my first review, second review after used product thanks Flipkart",https://www.flipkart.com/phillauri-hair-combo-onion-shampoo-conditioner-growth-oil-3-items-set/p/itmfb11e265171ec?pid=CBKGGR3MSHM585R4&lid=LSTCBKGGR3MSHM585R4BIKJ1W&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_23_917&otracker=search&fm=organic&iid=en_s5uDRckYjtPs%2FuBwqosgbFBPJ2FzKDTuZnbfatWKhL60FHrhYfuCZ5aNu1pgPP44w6jnUu%2Fr2U20GSIs3eodwA%3D%3D&ppt=None&ppn=None&ssid=a2vjujzii80000001687547501162&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/n/f/z/hair-combo-onion-shampoo-onion-hair-conditioner-onion-hair-original-imagp7ytgp8ed2yj.jpeg?q=70,"Get strong and lustrous hair with PHILLAURI Ultimate Onion Oil Hair Kit. This kit contains Onion Oil Shampoo, Onion Oil Conditioner and Onion Hair Oil which helps to revive your tired scalp and hair. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. This red onion extract and black seed oil infused in the shampoo, conditioner & hair oil improves circulation to the scalp and roots. The ultimate kit works on your hair to cleanse away buildup and improve quality of strands. It helps to give strong, lustrous hair and keep it healthy. It aids in moisturizing the scalp and helps nourish the roots. Contains no parabens, sulphates, color or silicones and helps to deliver maximum benefit.Model Number	PHH_BS_S300_C300_H100_PK1
Sales Package	300ml Onion Shampoo, 300ml Onion Conditioner, 100ml Onion Hair oil
Ideal For	Men & Women
Type	Hair Care Combo
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product"
VAADI HERBALS Superbly Smoothing Heena Shampoo With Olive Conditioner ( 350 ml x 2)  (350 ml),768.0,Not good :- good.👍👍👍👍👍👍👍 :- nic product this products has been oily hair.,https://www.flipkart.com/vaadi-herbals-superbly-smoothing-heena-shampoo-olive-conditioner-350-ml-x-2/p/itmf3xfsjeqmrerh?pid=SMPEPVC4Z8YKYUVH&lid=LSTSMPEPVC4Z8YKYUVHP1K88X&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_23_919&otracker=search&fm=organic&iid=fe1017cb-0ab7-4a82-af66-035393d9ef07.SMPEPVC4Z8YKYUVH.SEARCH&ppt=None&ppn=None&ssid=a2vjujzii80000001687547501162&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/shampoo/u/v/h/vaadi-herbals-350-superbly-smoothing-heena-shampoo-with-olive-original-imaepv3gbdjarjhb.jpeg?q=70,"The shampoo in this combination is an ideal formulation for dry and frizzy hair and effectively repairs cuticles while cleansing the hair. Heena and Green Tea Extract restore dry, damaged hair while softening unruly frizzy hair. The multi-vitamin rich conditioner, its Olives and Avocados penetrate into the hair shaft, deeply hydrating the strands, without making them oily. This complex effectively controls frizz and gives smooth, tangle-free & lustrous hair.  Active Ingredients :  - Green Tea Extract, Heena Extract, Avocado Extract, Olive ExtractApplied For	Straightening & Smoothening
Hair Type	All Hair Types
Composition	Heena, olive oil
Container Type	Dispenser
Ideal For	Men & Women
pack_of	2Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Formulated For: Normal Hair Composition: Heena, olive oil"
Khadi Pure Herbal Green Apple Shampoo + Conditioner SLS-Paraben Free - 210ml  (210 ml),334.40000000000003,Too good,https://www.flipkart.com/khadi-pure-herbal-green-apple-shampoo-conditioner-sls-paraben-free-210ml/p/itmfdhgqpedt8ejw?pid=SMPFDFYDEKRDZWK6&lid=LSTSMPFDFYDEKRDZWK6ZJC2M3&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_24_925&otracker=search&fm=organic&iid=c84cbf5b-3e1b-41f6-851b-1282397a18d1.SMPFDFYDEKRDZWK6.SEARCH&ppt=None&ppn=None&ssid=a2f4w625680000001687547502721&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kikluvk0-0/shampoo/t/n/b/210-herbal-green-apple-shampoo-conditioner-sls-paraben-free-original-imafybvgem6bcjgv.jpeg?q=70,"Khadi Pure Gramodyog™ Herbal Green Apple Shampoo + Conditioner SLS-Paraben Free is an excellent natural hair tonic, its stops greying and dandruff and is a natural cleanser. This shampoo is SLS free and paraben free and is not tested on any animal.Applied For	Scalp Cleansing, Daily Care, Dryness Care, Damage Repair
Hair Type	All Hair Types
Composition	Green Apple Extracts, Jojoba Oil, Basil Oil. Citrus Oil, Wheatgerm Oil Base Q.S.
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Scalp Cleansing, Daily Care, Dryness Care, Damage Repair Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Green Apple Extracts, Jojoba Oil, Basil Oil. Citrus Oil, Wheatgerm Oil Base Q.S."
PANTENE Silky Smooth Care Shampoo Plus Conditioner  (2 Items in the set),1124.8,flipkart is just amazing I got this combo just for 252 in big billion days thank u so much flipkart and the seller :- Save money product :- Amazing... this is my 2nd purchase,https://www.flipkart.com/pantene-silky-smooth-care-shampoo-plus-conditioner/p/itme324096c8c109?pid=CBKFJRYBNQY5TWEZ&lid=LSTCBKFJRYBNQY5TWEZG1IN9B&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_24_928&otracker=search&fm=organic&iid=en_Bu95bMF02VMvH5zb%2BipJZMMZy%2F71hjOdIdDDHarUX3h%2FrxEcjZwH96zIZtev9VWCsVX5l3gqiGAVOFfCw5TTeQ%3D%3D&ppt=None&ppn=None&ssid=a2f4w625680000001687547502721&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/k1i6ikw0/combo-kit/w/e/z/silky-smooth-care-shampoo-plus-conditioner-4914430952299-pantene-original-imafh258qthzdmuf.jpeg?q=70,"Shampoo and condition your hair the right way with the unique blend of the age-old secret - Fermented Rice Water and Pantene's Signature Pro-Vitamin Formula - your ultimate weapon against hairfall problems. The unique formula, nourishes your hair, giving advanced hair fall protection from the first wash itself. Pair the�Pantene Silky Smooth Care Shampoowith the�Pantene Silky Smooth Care Conditioner for the perfect regimen for silky smooth's & nourished hair also giving you long lasting�hair fall�protection.Model Number	4914430952299
Sales Package	1 Shampoo, Conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo"
Phillauri Red Onion Black Seed Oil Ultimate Hair Care Kit (Shampoo + Hair Conditioner + Hair Oil)  (3 Items in the set),398.40000000000003,"It is best combo for hair and it gives nice shine and long hair and also regrowth long hair nice price and worthy product :- One of the best combo in this price range. Onion oil is good for hair strength. Shampoo gives a good shine. The conditioner is also good. Good experience. :- The smell of this kit is absolutely wonderful. It's not overpowering or artificial, but rather a subtle and natural scent that lingers in your hair throughout the day.When I use the shampoo, it lathers well and makes my hair feel clean without stripping it of its natural oils. The conditioner is thick and luxurious, and leaves my hair feeling silky and smooth.I noticed that my hair was significantly less frizzy and had more shine. And after several weeks, I've noticed a real improvement in ...",https://www.flipkart.com/phillauri-red-onion-black-seed-oil-ultimate-hair-care-kit-shampoo-conditioner-oil/p/itmedd9f559bf45e?pid=CBKGF6HDHFTZGV8F&lid=LSTCBKGF6HDHFTZGV8FYR7SER&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_24_931&otracker=search&fm=organic&iid=en_Bu95bMF02VMvH5zb%2BipJZMMZy%2F71hjOdIdDDHarUX3joEsD1SJV2Lbh%2Bf0Md4T0ncehkWfmoanwrKZ1mvqXTfg%3D%3D&ppt=None&ppn=None&ssid=a2f4w625680000001687547502721&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/n/c/2/red-onion-black-seed-oil-ultimate-hair-care-kit-shampoo-hair-original-imagphux8akvfxrx.jpeg?q=70,"Get strong and lustrous hair with PHILLAURI Ultimate Onion Oil Hair Kit. This kit contains Onion Oil Shampoo, Onion Oil Conditioner and Onion Hair Oil which helps to revive your tired scalp and hair. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. This red onion extract and black seed oil infused in the shampoo, conditioner & hair oil improves circulation to the scalp and roots. The ultimate kit works on your hair to cleanse away buildup and improve quality of strands. It helps to give strong, lustrous hair and keep it healthy. It aids in moisturizing the scalp and helps nourish the roots. Contains no parabens, sulphates, color or silicones and helps to deliver maximum benefit.Model Number	Red Onion Black Seed Oil Hair Care Kit (Shampoo + Hair Conditioner + Hair Oil)
Sales Package	100ml Blackseed Onion Hair Oil, 300ml Red Onion Shampoo, 300ml Hair Conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Country of Origin	INDIA
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product For Professional Care"
VAADI HERBALS Amla Shikakai Shampoo - Hairfall & Damage Control With Corn Rose Conditioner (110 ml x 2)  (110 ml),254.4,I started using it after one of my friends recommended it and after using it for sometime started feeling that it did wonders for me since I was very much worried due to my hairfall.  Thanks to this shampoo for rescuing me of my worries. :- Nice :- not good,https://www.flipkart.com/vaadi-herbals-amla-shikakai-shampoo-hairfall-damage-control-corn-rose-conditioner-110-ml-x-2/p/itmf3xfvqzyxaaey?pid=SMPEND5THF2T2HGW&lid=LSTSMPEND5THF2T2HGWWZ71WJ&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_24_934&otracker=search&fm=organic&iid=c84cbf5b-3e1b-41f6-851b-1282397a18d1.SMPEND5THF2T2HGW.SEARCH&ppt=None&ppn=None&ssid=a2f4w625680000001687547502721&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/shampoo/h/g/w/vaadi-herbals-110-amla-shikakai-shampoo-hairfall-damage-control-original-imaenbymnh42npgb.jpeg?q=70,"The shampoo in this combination is an expert remedy for hair-fall condition and follows a triple-action plan– promoting healthy scalp, strengthening hair roots and deep-conditioning hair. Shikakai and Reetha keep the scalp free of infections and promote hair growth. The mineral content of Corn Rose & Hibiscus Extract moisturizes & nourishes each strand from root to tip, increase hair elasticity and repairs damage. The result is stronger, softer and shinier hair with each use.  Active Ingredients :  Amla Extract, Reetha Extract, Shikakai Extract, Hibiscus, Red Corn RoseApplied For	Anti-hair Fall, Dryness Care, Deep Conditioning
Hair Type	All Hair Types
Composition	Amla, Shikakai, Reetha Extracts
Container Type	Dispenser
Ideal For	Men & Women
pack_of	2Anti-hair Fall, Dryness Care, Deep Conditioning Shampoo Ideal For: Men & Women Suitable For: All Hair Types Formulated For: Normal Hair Composition: Amla, Shikakai, Reetha Extracts"
Phillauri Red Onion Black Seed Oil Ultimate Hair Care Kit for Hair Fall Control (Shampoo + Hair Conditioner + Hair Oil)  (3 Items in the set),300.8,Ultimate hair care kit in this price ever. All products are very effective and useful product. Results in very fast. Overall good quality product. :- This shampoo is very good it helps to reduce hairfall....I loved it ..... :- It is nice product n it is valuable,https://www.flipkart.com/phillauri-red-onion-black-seed-oil-ultimate-hair-care-kit-fall-control-shampoo-conditioner-oil/p/itmff0fd054ad038?pid=CBKGGKSQV43WW393&lid=LSTCBKGGKSQV43WW393EBJDUV&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_24_938&otracker=search&fm=organic&iid=en_Bu95bMF02VMvH5zb%2BipJZMMZy%2F71hjOdIdDDHarUX3ilymKDups695a2OXku5DJ%2B9zp5zQvQmFDkYnbZXN72Lg%3D%3D&ppt=None&ppn=None&ssid=a2f4w625680000001687547502721&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/s/t/w/red-onion-black-seed-oil-ultimate-hair-care-kit-for-hair-fall-original-imagp7ydkp5af9zy.jpeg?q=70,"Phillauri Get strong and lustrous hair with Phillauri Ultimate Onion Oil Hair Kit. This kit contains Onion Oil Shampoo, Onion Oil Conditioner and Onion Hair Oil which helps to revive your tired scalp and hair. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. This red onion extract and black seed oil infused in the shampoo, conditioner & hair oil improves circulation to the scalp and roots. The ultimate kit works on your hair to cleanse away buildup and improve quality of strands. It helps to give strong, lustrous hair and keep it healthy. It aids in moisturizing the scalp and helps nourish the roots. Contains no parabens, sulphates, color or silicones and helps to deliver maximum benefit.Model Number	PH_BS_H100_S100_C100
Sales Package	100 ML SHAMPOO, 100 ML HAIR OIL, 100 ML CONDITIONER
Ideal For	Men & Women
Type	Hair Care Combo
Other Traits	Natural
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product For Professional Care"
WOW SKIN SCIENCE Red Onion Black Seed Oil Shampoo+Conditioner  (2 Items in the set),990.4000000000001,"Really a good product 👌👌👌👌👌And the packing was also good.My hair fall really reduced .It will work just give it some time like use it for minimum 2 months. Initially it didn't gave such a good results as I expected it dried my hair initially so I started using wow onion black seed conditioner so my problem was sorted with it . Now it softens and smoothens my hair . Again it depends upon suitability also. Every hair products don't suits every hair type . But it suits me and my hair pro... :- I'm not quite happy with the product as it lathers very less. I have long hair and when I apply shampoo after oiling, it is not very efficient. The product has nice smell and otherwise is good for short hair but takes lots of pumps for long hair. Less chemicals and good for hairfall. :- It's a Nice product and very fast delivery Thanks to flip card I love this product ❤️❤️❤️I love wow products",https://www.flipkart.com/wow-skin-science-red-onion-black-seed-oil-shampoo-conditioner/p/itmb26709c17168d?pid=CBKFH3N7YBHM8KFT&lid=LSTCBKFH3N7YBHM8KFTIRNAGY&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_24_951&otracker=search&fm=organic&iid=en_Bu95bMF02VMvH5zb%2BipJZMMZy%2F71hjOdIdDDHarUX3glYLbhOiazKxGxdxV%2FsB5weq5gxnDPOIi%2BtMJrXG8kPQ%3D%3D&ppt=None&ppn=None&ssid=a2f4w625680000001687547502721&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/k1jlyfk0/combo-kit/k/f/t/red-onion-black-seed-oil-shampoo-conditioner-8904311902638-wow-original-imafh3pnbzq3ghc5.jpeg?q=70,"Get strong and lustrous hair with WOW Skin Science Red Onion Black Seed Oil Shampoo & Conditioner. This shampoo & conditioner helps to revive your tired scalp and hair. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. Use this shampoo to help improve hair texture and strengthen the strands. This red onion extract and black seed oil infused shampoo & conditioner improves circulation to the scalp and roots. The shampoo & conditioner works on your hair to cleanse away buildup and improve quality of strands It helps to give strong, lustrous hair and keep it healthy. It aids in moisturizing the scalp and helps nourish the roots. Contains no parabens, sulphates, color or silicones and helps to deliver maximum benefitModel Number	8904311902638
Sales Package	Shampoo+Conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Gift Pack	No
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo Organic Product For Professional Care"
Fruit of the earth Dandruff control shampoo 200ml and hair conditioner 150ml  (2 Items in the set),526.4,Same product.thnx flipkart :- I got original thanks flipkart.. :- Good shampoo and conditioner.. it clean my hair and also dandruff,https://www.flipkart.com/fruit-earth-dandruff-control-shampoo-200ml-hair-conditioner-150ml/p/itm3aead369d196c?pid=CBKFR88USTPXJGPU&lid=LSTCBKFR88USTPXJGPUATGF78&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_24_953&otracker=search&fm=organic&iid=c84cbf5b-3e1b-41f6-851b-1282397a18d1.CBKFR88USTPXJGPU.SEARCH&ppt=None&ppn=None&ssid=a2f4w625680000001687547502721&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/k9fyky80/combo-kit/g/p/u/dandruff-control-shampoo-200ml-and-hair-conditioner-150ml-s-1-c-original-imafr8bfrfexvzys.jpeg?q=70,"A special combo for falling and weak hair. Unique combination of Indian & exotic herbs help strengthen & nourish hair roots, prevent hair fall & help promote new hair growth. Soothes scalp; adds volume to hair.Model Number	S-1 C-1
Sales Package	Dandruff control shampoo 1, Hair conditioner 1
Ideal For	Men & Women
Type	Hair Care Combo
Gift Pack	No
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo Organic Product For Professional Care"
KHADI NATURAL Honey & Vanilla Hair Cleanser/Shampoo and Hair Conditioner (Pack of 2)  (420 ml),408.0,The shampoo is really good . :- Natural and guinuine product scent is very good.,https://www.flipkart.com/khadi-natural-honey-vanilla-hair-cleanser-shampoo-conditioner-pack-2/p/itmbd0c5d277124b?pid=SMPGEYBYJ2FDYQKH&lid=LSTSMPGEYBYJ2FDYQKHDC9LNZ&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_24_954&otracker=search&fm=organic&iid=c84cbf5b-3e1b-41f6-851b-1282397a18d1.SMPGEYBYJ2FDYQKH.SEARCH&ppt=None&ppn=None&ssid=a2f4w625680000001687547502721&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l2qhjm80/shampoo/4/c/v/420-honey-vanilla-hair-cleanser-and-hair-conditioner-combo-210ml-original-imageybyngs3ugzw.jpeg?q=70,"Immerse your hair into the goodness of honey and vanilla. What a perfect combination of moisture, Isn’t it? Honey is a life saving ingredient for dry and frizzy hair while the fragrance of vanilla will keep you going happily throughout the day.Applied For	Daily Care
Hair Type	All Hair Types
Ideal For	Men & Women
pack_of	2
Country of Origin	INDIADaily Care Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
Phillauri Hair Combo | Onion Shampoo + Onion Hair Conditioner + Onion Hair Growth Oil (3 Items in the set)  (3 Items in the set),444.8,"Super nice 🙂 :- Better product :- Same product and this is my first review, second review after used product thanks Flipkart",https://www.flipkart.com/phillauri-hair-combo-onion-shampoo-conditioner-growth-oil-3-items-set/p/itmfb11e265171ec?pid=CBKGGR3MSHM585R4&lid=LSTCBKGGR3MSHM585R4BIKJ1W&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_24_957&otracker=search&fm=organic&iid=en_Bu95bMF02VMvH5zb%2BipJZMMZy%2F71hjOdIdDDHarUX3jJdUb7z9i4Q83RsJ6A6wdPq9MO158ZP1BU%2BinRTJ1j7w%3D%3D&ppt=None&ppn=None&ssid=a2f4w625680000001687547502721&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/n/f/z/hair-combo-onion-shampoo-onion-hair-conditioner-onion-hair-original-imagp7ytgp8ed2yj.jpeg?q=70,"Get strong and lustrous hair with PHILLAURI Ultimate Onion Oil Hair Kit. This kit contains Onion Oil Shampoo, Onion Oil Conditioner and Onion Hair Oil which helps to revive your tired scalp and hair. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. This red onion extract and black seed oil infused in the shampoo, conditioner & hair oil improves circulation to the scalp and roots. The ultimate kit works on your hair to cleanse away buildup and improve quality of strands. It helps to give strong, lustrous hair and keep it healthy. It aids in moisturizing the scalp and helps nourish the roots. Contains no parabens, sulphates, color or silicones and helps to deliver maximum benefit.Model Number	PHH_BS_S300_C300_H100_PK1
Sales Package	300ml Onion Shampoo, 300ml Onion Conditioner, 100ml Onion Hair oil
Ideal For	Men & Women
Type	Hair Care Combo
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product"
"PINKROOT Milk Protein Shampoo, Conditioner With Indulekha Hair Oil  (3 Items in the set)",1118.4,Nice,https://www.flipkart.com/pinkroot-milk-protein-shampoo-conditioner-indulekha-hair-oil/p/itm61c81491ae993?pid=CBKFVQZFFE3MTMZC&lid=LSTCBKFVQZFFE3MTMZCTVKUQB&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_963&otracker=search&fm=organic&iid=faeac1f5-f2e6-4ab0-9109-f8835f719817.CBKFVQZFFE3MTMZC.SEARCH&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kf8kvbk0/combo-kit/m/z/c/milk-protein-shampoo-conditioner-with-indulekha-hair-oil-root-original-imafvrfe2hquyxe2.jpeg?q=70,"Pink Root Milk Protein Shampoo, Conditioner With Indulekha Hair OilModel Number	ROOT MILK PROTIEN SHAMP-COND-INDULKHA OIL
Sales Package	ROOT MILK PROTIEN SHAMP, COND, INDULKHA OIL
Ideal For	Men, Women
Type	Hair Care Combo
Net Quantity	3Pack of: 3 For: Men, Women Includes Hair Care Combo For Professional Care"
"nagbai Keratin Shampoo 200ml + Keratin Conditioner 200ml For Strong & Healthy Hair & Smooth, Shiny and Silky Hair  (400 ml)",638.4000000000001,"Good :- Helpfull :- The shampoo and conditioner combo is very good, it sulphate and paraben free. I was looking for this exactly since I just got my Keratin treatment done. Super quality and worth it.",https://www.flipkart.com/nagbai-keratin-shampoo-200ml-conditioner-strong-healthy-hair-smooth-shiny-silky/p/itm270ff0a1d091e?pid=SMPG6CRGEJW9T9JF&lid=LSTSMPG6CRGEJW9T9JF6OGUWW&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_966&otracker=search&fm=organic&iid=faeac1f5-f2e6-4ab0-9109-f8835f719817.SMPG6CRGEJW9T9JF.SEARCH&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l3xcr680/shampoo/y/r/t/400-keratin-shampoo-200ml-keratin-conditioner-200ml-for-strong-original-imagexun8tcmk8jg.jpeg?q=70,"Nagbai keratin shampoo & conditioner benefits for Your tresses damaged by weather elements and chemicals demand special care that most shampoos are incapable of providing. After Keratin Shampoo is a unique cleanser created to replenish your hair's lost protein and hydration. It is the perfect choice for getting rid of frizz and smoothing the rough hair. It helps your hair detangle with ease. Your hair is intensely hydrated and nourished while it is being cleansed, thereby boosting the health and appearance of your locks. Hydrolyzed keratin protein infused in shampoo helps tackle frizzy hair. The protein molecules penetrate the hair cuticle and smooth the strands.Applied For	Deep Conditioning, Hair Shine, Restore & Renew, Straightening & Smoothening
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2
Country of Origin	IndiaDeep Conditioning, Hair Shine, Restore & Renew, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
