ProductsName,Product Cost,Feedbacks,Link,Product_Img_Link,Details
Revlon 1 FLEX DRY DAMAGED SHAMPOO 592 ML FOR MOISTURIZING DRY & DAMAGED HAIR+1 FLEX REGULAR PROTEIN CONDITIONER 592 ML  (592 ml),617.6,Super product :- Nice product...using since 2 years :- It's good,https://www.flipkart.com/revlon-1-flex-dry-damaged-shampoo-592-ml-moisturizing-hair-1-regular-protein-conditioner/p/itmfbfhegeykyfce?pid=SMPFBDJ7XMRFKGRC&lid=LSTSMPFBDJ7XMRFKGRCMJW7MK&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_11_440&otracker=search&fm=organic&iid=85dc8f19-6a54-429c-8eec-e44fb6de78e6.SMPFBDJ7XMRFKGRC.SEARCH&ppt=None&ppn=None&ssid=4et03dat0w0000001687547484355&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/jp4d4sw0/shampoo/g/r/c/592-1-flex-dry-damaged-shampoo-592-ml-for-moisturizing-dry-original-imafbdhxgbkudgkt.jpeg?q=70,"EACH COMBO PACK CONTAINS - 1 REVLON FLEX DRY DAMAGED SHAMPOO 592 ML FOR MOISTURIZING DRY & DAMAGED HAIR+1 REVLON FLEX REGULAR PROTEIN CONDITIONER 592 MLApplied For	Damage Repair
Hair Type	All Hair Types
Composition	FLEX SHAMPOO
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2Damage Repair Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: FLEX SHAMPOO"
"Phillauri Red Onion Shampoo and Conditioner - Strength & Growth Formula - Free from Mineral Oils, Sulphates & Parabens  (2 Items in the set)",368.0,Very bad :- Nice :- Awesome product,https://www.flipkart.com/phillauri-red-onion-shampoo-conditioner-strength-growth-formula-free-mineral-oils-sulphates-parabens/p/itm076bc09b27dd6?pid=CBKGGHC28TQZZRAX&lid=LSTCBKGGHC28TQZZRAXDVBU7U&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_12_460&otracker=search&fm=organic&iid=05601c55-cd0e-4bc2-ac4f-e03ddad010f1.CBKGGHC28TQZZRAX.SEARCH&ppt=None&ppn=None&ssid=a9di1ek0j40000001687547485787&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/j/l/i/red-onion-shampoo-and-conditioner-strength-growth-formula-free-original-imagghc27pfexgau.jpeg?q=70,"Phillauri Healthy Ritual for Strengthening & Shiny Hair unique Shampoo and Conditioner is suitable to be used on your scalp and it gives your hair complete nourishment.  Reduces Frizziness : This Shampoo and conditioner creates a protective barrier between your hair and the harsh weather to reduce frizziness.   Gentle Conditioner : This gentle conditioner hydrates and strengthens your hair thereby making it look healthy.Model Number	PH_BS_S300_C300_PK1
Sales Package	300ml hair shampoo, 300ml conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Gift Pack	No
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo Organic Product"
sevaen Keratin Shampoo With Keratin Conditioner and Professional Hair Serum for after keratin treatment  (3 Items in the set),1144.0,Not good as much :- Really its was working :- Nice product.,https://www.flipkart.com/sevaen-keratin-shampoo-conditioner-professional-hair-serum-after-treatment/p/itm94f46510e5eda?pid=CBKGB4Y6UU9YWBJG&lid=LSTCBKGB4Y6UU9YWBJGHNIXET&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_12_480&otracker=search&fm=organic&iid=05601c55-cd0e-4bc2-ac4f-e03ddad010f1.CBKGB4Y6UU9YWBJG.SEARCH&ppt=None&ppn=None&ssid=a9di1ek0j40000001687547485787&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kz065jk0/combo-kit/y/f/l/keratin-shampoo-with-keratin-conditioner-and-professional-hair-original-imagb3zxhzzsgkgu.jpeg?q=70,"SEVAEN PROFESSIONAL Keratin Smooth With Argan Oil Shampoo + Conditioner Combo Contains: SEVAEN PROFESSIONAL Keratin Smooth Conditioner with Argan Oil is infused with the power of keratin along with the nourishing effects of argan oil . Makes hair straighter, smoother and controls frizz ,Suitable for both, natural as well as chemically treated hair, hair serum make your hair smooth,shiner and strong.Model Number	Professional hair care combo
Sales Package	1 SHAMPOO, 1 CONDITIONER, 1 Hair Serum
Ideal For	Men & Women
Type	Hair Care Combo
Country of Origin	india
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo For Professional Care"
"Luxliss Professional Protects Shampoo - 250ml and Conditioner - 200ml""  (2 Items in the set)",2988.8,Quantity of the product was very less :- Really helpful... U can buy :- Good packagingExact product #happycustomer..😊,https://www.flipkart.com/luxliss-professional-protects-shampoo-250ml-conditioner-200ml/p/itm9f28608a854b2?pid=CBKFHW9U5MXVYFPX&lid=LSTCBKFHW9U5MXVYFPXQHW8KI&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_13_484&otracker=search&fm=organic&iid=569f0a9b-7add-422d-ba91-3482cbe66cf5.CBKFHW9U5MXVYFPX.SEARCH&ppt=None&ppn=None&ssid=l9hce0rduo0000001687547487297&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/k2krekw0/combo-kit/f/p/x/professional-protects-shampoo-250ml-and-conditioner-200ml-your-original-imafhwh58kg4hzhy.jpeg?q=70,"This Keratin system shampoo and Conditioner protects your hair. Both the shampoo and conditioner are skin friendly.Model Number	Your Amazing Hair Keratin System Daily Care
Sales Package	1 shampoo, 1 conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Gift Pack	No
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo For Professional Care"
True Frog Shampoo For Curls 250ML and Everyday Hair Conditioner 250ML  (2 Items in the set),1486.4,Good shampoo for CGM beginners. Conditioner having good slip with hydrating properties. :- Loved it. Packing is good.,https://www.flipkart.com/true-frog-shampoo-curls-250ml-everyday-hair-conditioner/p/itm3291c37da8544?pid=CBKFXERKWU4QFXQQ&lid=LSTCBKFXERKWU4QFXQQQEZVB3&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_13_485&otracker=search&fm=organic&iid=569f0a9b-7add-422d-ba91-3482cbe66cf5.CBKFXERKWU4QFXQQ.SEARCH&ppt=None&ppn=None&ssid=l9hce0rduo0000001687547487297&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/khdqnbk0/combo-kit/x/q/q/shampoo-for-curls-250ml-and-everyday-hair-conditioner-250ml-original-imafxetmjhzsh6bd.jpeg?q=70,"The curly hair conditioner and shampoo combo helps in natural curl retention, protect hair color from fading and reduce split ends and repair damaged hair, moisturizes hair with a good slip without causing build up. The product is loaded with rich actives and nutrients like Beetroot and Corn Starch Extract, Flaxseed (Linseed) and Chia Seed Extract, Avocado Butter, Tamanu Oil, White Lotus Flower, Quinoa Protein and Tender Coconut Water.Model Number	CCEHC500P1
Sales Package	1 Shampoo for Curls::1 Everyday Hair Conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Other Traits	Take a limited amount of shampoo on your palm ( one or two pumps should be enough ) and apply it on wet hair. Massage the scalp gently with the shampoo and spread the lather evenly on hair. One application should be sufficient to cleanse the scalp. Repeat if you find it necessary. Follow up with True Frog Conditioner for softer and smoother hair.
Warranty Summary	NA
Warranty Service Type	NA
Covered in Warranty	NA
Not Covered in Warranty	NA
Country of Origin	India
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo For Professional Care"
Nainital Onion Hair Oil + Onion Shampoo + Onion Conditioner for Hair Fall Control and Hair Growth (200ML+300ML+300ML)  (3 Items in the set),1038.4,My sister is very happyThis product is very good 👍👍,https://www.flipkart.com/nainital-onion-hair-oil-shampoo-conditioner-fall-control-growth-200ml-300ml-300ml/p/itm858c4d633379e?pid=CBKGFGRJTPSZUUTG&lid=LSTCBKGFGRJTPSZUUTGBRYWPC&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_14_526&otracker=search&fm=organic&iid=d536b4c3-dd1f-4107-930f-da1175e84b2b.CBKGFGRJTPSZUUTG.SEARCH&ppt=None&ppn=None&ssid=hb0p75gw0w0000001687547488661&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l4ln8nk0/combo-kit/e/j/a/onion-hair-oil-onion-shampoo-onion-conditioner-for-hair-fall-original-imagfgrgghe4g8ma.jpeg?q=70,"Get strong and lustrous hair with Ultimate Red Onion Hair Kit. This kit containsRed Red Onion Shampoo, Red Onion Conditioner and Red Onion Hair Oil which helps to revive your tired scalp and hair. Red onion extract aid in rejuvenating tired scalp and weak hair.. Anti Hairfall & Hair Growth – Red Onions are rich in sulfur that helps to reduce hairfall , increase the hair growth ,gives strength and volume and makes your hair shiny. SAFE FOR CHEMICALLY TREATED HAIR : Made from all natural ingredients, the regime does not do any harm & is suitable for all hair types. It is safe for colored or chemically treated hair. Usage – Easy to use, Unisex, Made in India, For all hair types.Model Number	ONION_OIL_SHAMPOO_CONDITIONER_3
Sales Package	1ONION OIL, 1 ONION SHAMPOO, 1 ONION CONDITIONER
Ideal For	Men & Women
Type	Hair Care Combo
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product For Professional Care"
AVON Naturals Black Shine Shampoo+Conditioner  (200 ml),392.0,Not good result,https://www.flipkart.com/avon-naturals-black-shine-shampoo-conditioner/p/itmfg88y6dhhz7yn?pid=SMPFG8487B9TYU5C&lid=LSTSMPFG8487B9TYU5CLIXEB2&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_14_529&otracker=search&fm=organic&iid=d536b4c3-dd1f-4107-930f-da1175e84b2b.SMPFG8487B9TYU5C.SEARCH&ppt=None&ppn=None&ssid=hb0p75gw0w0000001687547488661&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/jxw5g280/shampoo/u/5/c/200-naturals-black-shine-shampoo-conditioner-avon-original-imafg84faep4wypy.jpeg?q=70,"Two in one shampoo conditioner with natural ingredients that cleanses and maintains hair's moisture balance, nourishes & fortifies hair, cleanses and restores hair to its natural healthy shine 2-in-1 shampoo conditioner for shiny black and strong hair 2-in-1 shampoo conditioner, natural, bringraj, sesame make hair voluminous, shinier, blacker and silky. Ingredients bhringraj and black sesame extract.Applied For	Daily Care, Anti-dandruff, Dryness Care, Hair Volumizing, Hair Shine, Deep Conditioning
Hair Type	Normal to Dry Hair
Composition	Black Sesame & Bhringraj
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Daily Care, Anti-dandruff, Dryness Care, Hair Volumizing, Hair Shine, Deep Conditioning Shampoo Ideal For: Men & Women Suitable For: Normal to Dry Hair Composition: Black Sesame & Bhringraj"
Sillkky Herbal Extracts Aloe Vera Shampoo & Conditioner for Healthy & Shiny Hair  (5 L),1440.0,Shampoo quality is not good :- Very bed product waist of money :- The Shampoo Is Good But Not Thick As Other Shampoo'S,https://www.flipkart.com/sillkky-herbal-extracts-aloe-vera-shampoo-conditioner-healthy-shiny-hair/p/itm81b0ab768b9bb?pid=SMPGBHPFAV6ZZGFT&lid=LSTSMPGBHPFAV6ZZGFTCF5GYN&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_14_539&otracker=search&fm=organic&iid=d536b4c3-dd1f-4107-930f-da1175e84b2b.SMPGBHPFAV6ZZGFT.SEARCH&ppt=None&ppn=None&ssid=hb0p75gw0w0000001687547488661&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kzn17680/shampoo/f/f/r/5-herbal-extracts-aloe-vera-shampoo-conditioner-for-healthy-original-imagbhzcws5h2cp6.jpeg?q=70,"The Shikakai & Apricot Shampoo comes with the dual advantage of gently cleansing and conditioning your hair with a blend of natural organic herb extract and botanically derived ingredients.Applied For	Deep Conditioning, Hair Shine
Hair Type	All Hair Types
Composition	Shikakai and Apricot
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Deep Conditioning, Hair Shine Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Shikakai and Apricot"
"Mister Beard HAIR SERUM WITH TRESEMME KERATIN SHAMPOO,CONDITIONER  (3 Items in the set)",1150.4,The bottkes wer so dirty even labels wer not there damn bad conditinor bottle was like unsealed :- very nice :- Very Nice,https://www.flipkart.com/mister-beard-hair-serum-tresemme-keratin-shampoo-conditioner/p/itmfdcvqdud3hhgm?pid=CBKFDCKNXTRZXFRY&lid=LSTCBKFDCKNXTRZXFRY8A27ZV&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_14_554&otracker=search&fm=organic&iid=d536b4c3-dd1f-4107-930f-da1175e84b2b.CBKFDCKNXTRZXFRY.SEARCH&ppt=None&ppn=None&ssid=hb0p75gw0w0000001687547488661&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/jrmdvgw0/combo-kit/f/r/y/hair-serum-with-tresemme-keratin-shampoo-conditioner-tress-original-imafdcvqbxvfngt4.jpeg?q=70,"MISTER BEARD HAIR SERUM WITH TRESEMME KERATIN SHAMPOO,CONDITIONERModel Number	TRESS KERATIN SHAMP-COND-MB HAIR SERUM
Sales Package	1 SHAMPOO, 1 CONDITIONER, 1 SERUM
Ideal For	Men, Women
Type	Hair Care Combo
Net Quantity	3Pack of: 3 For: Men, Women Includes Hair Care Combo"
PINKROOT ARGAN OIL 100ML WITH SUNSILK SOFT & SMOOTH SHAMPOO 190ML WITH CONDITIONER  (3 Items in the set),1038.4,Good :- Good product :- Nice smell and i love this prodect,https://www.flipkart.com/pinkroot-argan-oil-100ml-sunsilk-soft-smooth-shampoo-190ml-conditioner/p/itmffzkeudznneed?pid=CBKFFZYN7M7Y8EGH&lid=LSTCBKFFZYN7M7Y8EGHAASNSR&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_14_556&otracker=search&fm=organic&iid=d536b4c3-dd1f-4107-930f-da1175e84b2b.CBKFFZYN7M7Y8EGH.SEARCH&ppt=None&ppn=None&ssid=hb0p75gw0w0000001687547488661&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/juljwcw0/combo-kit/e/g/h/argan-oil-100ml-with-sunsilk-soft-smooth-shampoo-190ml-with-original-imaffzr2he3cpnbu.jpeg?q=70,"PINK ROOT ARGAN OIL 100ML WITH SUNSILK SOFT & SMOOTH SHAMPOO 190ML WITH CONDITIONERModel Number	SUNSILK SOFT SMOOTH SHAMP 190ML-COND-PR ARGAN OIL
Sales Package	1 CONDITIONER, 1 SHAMPOO, 1 ARGAN OIL
Ideal For	Men, Women
Type	Hair Care Combo
Net Quantity	3Pack of: 3 For: Men, Women Includes Hair Care Combo"
ogx Thick & Full + Biotin & Collagen shampoo and conditioner  (2 Items in the set),3512.0,verry poor .....😡...bad result :- Amazing shampoo. Received the product in good condition and this shampoo is damn good for hair loss. Gives really good texture to the hair :- Good quality product and original ogx shampoo  and conditioner.,https://www.flipkart.com/ogx-thick-full-biotin-collagen-shampoo-conditioner/p/itm886980a5e2859?pid=CBKFKA8WMM35UEBG&lid=LSTCBKFKA8WMM35UEBGE8HHHE&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_15_595&otracker=search&fm=organic&iid=aaa4c817-fa8a-400d-870e-f6c9c9f3da4e.CBKFKA8WMM35UEBG.SEARCH&ppt=None&ppn=None&ssid=hua7t17a5c0000001687547489958&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/k0jvy4w0/combo-kit/e/b/g/thick-full-biotin-collagen-shampoo-and-conditioner-773602008711-original-imafkbp2pv4enfhg.jpeg?q=70,"BIOTIN & COLLAGEN SHAMPOO - Help thicken and texturize any hair type with just one use. This powerful formula helps volumize even the skinniest strands into fuller and more abundant looking locks. BIOTIN & COLLAGEN CONDITIONER - This high-performance infusion with biotin and collagen will help give your hair a beautiful boost after just one use.Model Number	773602008711
Sales Package	1 shampoo,1 conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Gift Pack	No
Ingredient Type	Natural
Country of Origin	US
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo Organic Product For Professional Care"
UrbanMooch Red ONION Oil + Red ONION Shampoo + ONION Conditioner For ( Men & Women) (3 Items in the set)-200ml-Packof-3-Bottle- Hair Oil  (600 ml),969.6,Good product.... :- Very good product :- Good,https://www.flipkart.com/urbanmooch-red-onion-oil-shampoo-conditioner-men-women-3-items-set-200ml-packof-3-bottle-hair/p/itm3425481b14462?pid=HOLG3ZKCHFFRXJHW&lid=LSTHOLG3ZKCHFFRXJHWLAC4HR&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_16_603&otracker=search&fm=organic&iid=e7a3d659-f521-4c58-9e5f-1c0ba8ea0d0a.HOLG3ZKCHFFRXJHW.SEARCH&ppt=None&ppn=None&ssid=y00snrpee80000001687547491387&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/k6ci8i80/combo-kit/p/8/b/red-onion-oil-red-onion-shampoo-onion-conditioner-for-men-women-original-imafzu6tmkxquqbn.jpeg?q=70,"UrbanMooch Red Onion hair Oil and Onion Shampoo & Onion Conditioner Hair Combo helps to reduce hair fall and promote hair growth. It effectively fights against dandruff and itchy scalp.Pack of	3
Sales Package	1 bottle of 200ml red onion oil, 1 bottle of 200ml onion shampoo, 1 bottle of 200ml onion conditionerFor Men & Women Suitable For All Hair Types Applied For Stress Relief, Lustre & Shine, Anti-hair Fall, Conditioning, Hair Thickening, Removing Lice, Hair Strengthening, Anti-dandruff, Hair Growth Sulfate Free"
TLO SILLKKY ALOE VERA SHAMPOO & CONDITIONER HAIR REPAIR  (450 ml),256.0,nice shampoo :- superb :- Super,https://www.flipkart.com/tlo-sillkky-aloe-vera-shampoo-conditioner-hair-repair/p/itm294ac8e0e25fd?pid=SMPFGZ3HHKKVQKZD&lid=LSTSMPFGZ3HHKKVQKZDWTBLXE&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_16_636&otracker=search&fm=organic&iid=e7a3d659-f521-4c58-9e5f-1c0ba8ea0d0a.SMPFGZ3HHKKVQKZD.SEARCH&ppt=None&ppn=None&ssid=y00snrpee80000001687547491387&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/jyg5lzk0/shampoo/k/z/d/450-sillkky-aloe-vera-shampoo-conditioner-hair-repair-tlo-original-imafgz2zssgfmkd9.jpeg?q=70,"ALOE VERA SHAMPOO The Aloe Vera Shampoo from our house comes with the couple of benefits such as repairing your hair, giving it a smooth and silky shine and keeping the moisture intact in the scalp. It has potent anti-fungal and anti-pruritus properties that relieve itchiness and gives a relief from dandruff.Applied For	Damage Repair, Daily Care, Hair Shine, Dryness Care
Hair Type	Normal to Dry Hair
Composition	ALOE VERA
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Damage Repair, Daily Care, Hair Shine, Dryness Care Shampoo Ideal For: Men & Women Suitable For: Normal to Dry Hair Composition: ALOE VERA"
Kayamaya Red Onion Black Seed Hair Oil + Shampoo + Conditioner Hair Oil  (700 ml),590.4,Good :- Amazing combo. Worth buying :- Super very good TQ filkart,https://www.flipkart.com/kayamaya-red-onion-black-seed-hair-oil-shampoo-conditioner/p/itm05cc4f3ccf7d8?pid=HOLG8QM9NVVKSGQM&lid=LSTHOLG8QM9NVVKSGQMERRR3B&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_17_643&otracker=search&fm=organic&iid=ad70757d-6573-486d-a02b-e6752587f708.HOLG8QM9NVVKSGQM.SEARCH&ppt=None&ppn=None&ssid=g78e0bnhyo0000001687547492803&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kvy58y80/hair-oil/h/1/c/700-red-onion-black-seed-hair-oil-shampoo-conditioner-kayamaya-original-imag8qm9khbb43w6.jpeg?q=70,"Advanced Onion Oil helps strengthen damaged and/or thinning hair. The natural ingredients of Grapeseed, Rosemary, Black Cumin and Jojoba Oil works together to moisturize the scalp assisting in restoring volume and shine to hair strands. A well hydrated scalp is key to stimulating hair growth and restore strength to thinning, dry hair. This strengthening blend delivers essential fatty acids, and vital nutrients necessary to repair and rejuvenate damaged hair at the deepest level. The healing properties of jojoba,Black Seed,Tea Tree increase circulation and stimulate the regeneration of healthy new skin cells. Also aids in stimulating hair growth while strengthening thinning strands. Advanced Onion Oil ensures healthy scalp and form a natural preventative against the dandruff and flaking.Pack of	3For Women Suitable For All Hair Types Applied For Anti-hair Fall, Anti-dandruff, Conditioning, Hair Growth, Hair Strengthening, Lustre & Shine, Nourishment, Prevents Greying Sulfate Free"
AVON Naturals Ginseng Keratin with VIT B+ Complex Shampoo & Conditioner  (360 ml),798.4000000000001,Good products,https://www.flipkart.com/avon-naturals-ginseng-keratin-vit-b-complex-shampoo-conditioner/p/itmf0cf769badbb5?pid=SMPG3TX6UC4F4YWX&lid=LSTSMPG3TX6UC4F4YWXKMFTLC&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_18_684&otracker=search&fm=organic&iid=ae1edc5b-fde2-44ca-b6d6-a8f873423ef8.SMPG3TX6UC4F4YWX.SEARCH&ppt=None&ppn=None&ssid=sqfyzxgp9c0000001687547494120&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kpmy8i80/shampoo/e/w/n/360-naturals-ginseng-keratin-with-vit-b-complex-shampoo-original-imag3tx5qdvyyycq.jpeg?q=70,"Ginseng & Keratin hair care with VIT B+ 2-in-1 shampoo & conditoner that leaves hair stronger & healthier and helps relax frizzy hair & replenishes dry hair.Applied For	Anti-hair Fall, Damage Repair, Frizz Control, Straightening & Smoothening, Dryness Care, Daily Care
Hair Type	All Hair Types
Composition	Ginseng Keratin with VIT B+ Complex
Ideal For	Men & Women
pack_of	2Anti-hair Fall, Damage Repair, Frizz Control, Straightening & Smoothening, Dryness Care, Daily Care Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Ginseng Keratin with VIT B+ Complex"
"Kamill Herbal Shampoo And Conditioner With Tulsi, Amla & Shikkakai  (500 ml)",667.2,Nice,https://www.flipkart.com/kamill-herbal-shampoo-conditioner-tulsi-amla-shikkakai/p/itmdf0326a0676f0?pid=SMPFVFGRRGSRKPHZ&lid=LSTSMPFVFGRRGSRKPHZ2VTDI8&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_18_689&otracker=search&fm=organic&iid=ae1edc5b-fde2-44ca-b6d6-a8f873423ef8.SMPFVFGRRGSRKPHZ.SEARCH&ppt=None&ppn=None&ssid=sqfyzxgp9c0000001687547494120&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kq6yefk0/shampoo/i/a/j/500-herbal-shampoo-and-conditioner-with-tulsi-amla-shikkakai-original-imag49gy2jfnxkpf.jpeg?q=70,"Kamill Shampoo+Conditioner gives strong and lustrous hair. It helps to control hair fall & promotes hair growth. It helps to tackle hair loss, scalp buildups and dull, weak hair. The shampoo, formulated with natural ingredients, helps strengthen hair follicles and clarify blocked roots. It is infused with red onion extract with strong antioxidant properties that help protect the scalp and hair, improve blood circulation to the roots which promotes hair growth & reduce hair fall. Black seed oil rich in fatty acids nourishes scalp and roots. Sweet almond oil keeps the scalp and hair conditioned.Applied For	Deep Conditioning, Daily Care, Damage Repair, Dryness Care, Hair Shine, Softening & Silkening, Nourishment & Moisturization, Anti-hair Fall, Scalp Cleansing
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2
Country of Origin	IndiaDeep Conditioning, Daily Care, Damage Repair, Dryness Care, Hair Shine, Softening & Silkening, Nourishment & Moisturization, Anti-hair Fall, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
Parwati Gramudyog Herbal Products Khadi Red Onion Shampoo 100 % Pure & Natural Strengthen Hair Natural Conditioner & Reduce Hair Fall (Improves Hair) (210ml)  (210 ml),369.6,This Oil very good for hair . if you have hair problem then its a very good product for you. must buy :- Very bad product . Totally waste of money :- Good pruduct,https://www.flipkart.com/parwati-gramudyog-herbal-products-khadi-red-onion-shampoo-100-pure-natural-strengthen-hair-conditioner-reduce-fall-improves-hair-210ml/p/itmf1905282bc14c?pid=SMPG4ZVU8MQTJZYG&lid=LSTSMPG4ZVU8MQTJZYGAKKMDJ&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_18_696&otracker=search&fm=organic&iid=ae1edc5b-fde2-44ca-b6d6-a8f873423ef8.SMPG4ZVU8MQTJZYG.SEARCH&ppt=None&ppn=None&ssid=sqfyzxgp9c0000001687547494120&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kqqykcw0/shampoo/h/y/o/khadi-red-onion-shampoo-100-pure-natural-strengthen-hair-natural-original-imag4zvuzrhdfbhb.jpeg?q=70,"Red Onion Hair Growth Shampoo by Parwati Gramudyog Herbal Products Khadi is rich in balancing, volatizing and nourish Properties. It is fortified with 27 hair boosters, designed to leave the hair feeling strengthened, manageable and in total control. This rich moisturizing shampoo Penetrates deep into the hair fibers to restore flex ability, repairing, soothing and flourishing roots and scalp adding a healthy luster to the hair, leaving it feeling silky soft, regenerated and totally manageable. Suitable for frequent use on most hair types. It is safe for color treated hair. Formulated With natural and organic plant and seed oils and extracts to strengthen and rejuvenate your hair, leaving it moisturized. Repaired and nourished for a long lasting color and shine.Applied For	Deep Conditioning, Anti-hair Fall, Split-ends, Nourishment & Moisturization, Scalp Cleansing, Anti-dandruff, Frizz Control, Straightening & Smoothening
Hair Type	All Hair Types
Composition	Purifies Water, Reetha Extracts, Aloe Vera Extracts, Red Onion Extracts, Fenugreek Extracts, Amla Extracts, Hibiscus Extract, Base QS.
Container Type	Plastic Bottle
Ideal For	Men & Women
Country of Origin	indiaDeep Conditioning, Anti-hair Fall, Split-ends, Nourishment & Moisturization, Scalp Cleansing, Anti-dandruff, Frizz Control, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Purifies Water, Reetha Extracts, Aloe Vera Extracts, Red Onion Extracts, Fenugreek Extracts, Amla Extracts, Hibiscus Extract, Base QS."
